[DOMAIN:标签] [CAT:人物/对象] 1girl | 1个女孩
[DOMAIN:标签] [CAT:人物/对象] tsukumogami | 付丧神
[DOMAIN:标签] [CAT:人物/腿部] broken_arm | 断臂
[DOMAIN:标签] [CAT:人物/头发发型] receding_hairline | 发际线后移
[DOMAIN:标签] [CAT:人物/身份（职业）] people's_liberation_army | 人民解放军
[DOMAIN:标签] [CAT:人物/性器官] labia_minora | 小阴唇
[DOMAIN:标签] [CAT:人物/性器官] x_anus | X肛门
[DOMAIN:标签] [CAT:人物/头发发型] back_hair | 背发
[DOMAIN:标签] [CAT:人物/面部] mouth_scar | 嘴部疤痕
[DOMAIN:标签] [CAT:人物/身份（职业）] human_pet | 人形宠物
[DOMAIN:标签] [CAT:人物/身份（职业）] mvp | 最有价值球员
[DOMAIN:标签] [CAT:人物/身份（职业）] newhalf_with_female | 伪娘与女性
[DOMAIN:标签] [CAT:人物/头发发型] no_hairband | 无发带
[DOMAIN:标签] [CAT:人物/对象] otter_girl | 水獭少女
[DOMAIN:标签] [CAT:人物/腹部] no_navel | 无肚脐
[DOMAIN:标签] [CAT:人物/头发发型] lightning_ahoge | 闪电呆毛
[DOMAIN:标签] [CAT:人物/牙齿] upper_teeth | 上齿列
[DOMAIN:标签] [CAT:人物/身份（职业）] eevee_(cosplay) | 伊布（COSPLAY）
[DOMAIN:标签] [CAT:人物/身份（职业）] japan_ground_self-defense_force | 日本陆上自卫队
[DOMAIN:标签] [CAT:人物/腿部] blood_on_feet | 足部血迹
[DOMAIN:标签] [CAT:人物/对象] tarou_tachi | 太郎们
[DOMAIN:标签] [CAT:人物/头发发型] chinstrap_beard | 山羊胡
[DOMAIN:标签] [CAT:人物/身份（职业）] nun_bora | 修女波拉
[DOMAIN:标签] [CAT:人物/对象] exposed_back | 背部裸露
[DOMAIN:标签] [CAT:人物/身份（职业）] old_maid | 老处女
[DOMAIN:标签] [CAT:人物/身份（职业）] united_states_army | 美国陆军
[DOMAIN:标签] [CAT:人物/身份（职业）] human_dog | 人犬
[DOMAIN:标签] [CAT:人物/对象] namekian | 那美克星人
[DOMAIN:标签] [CAT:人物/胸部] asymmetrical_breasts | 不对称胸部
[DOMAIN:标签] [CAT:人物/眼睛] downturned_eyes | 下垂眼
[DOMAIN:标签] [CAT:人物/翅膀] extra_tails | 额外尾巴
[DOMAIN:标签] [CAT:人物/翅膀] beaver_tail | 河狸尾
[DOMAIN:标签] [CAT:人物/对象] mutation | 变异
[DOMAIN:标签] [CAT:人物/对象] tailred | 尾红
[DOMAIN:标签] [CAT:人物/面部] snot_trail | 鼻涕痕迹
[DOMAIN:标签] [CAT:人物/眼睛] lens_eye | 透镜眼
[DOMAIN:标签] [CAT:人物/对象] purple_blood | 紫色血液
[DOMAIN:标签] [CAT:人物/身份（职业）] samus_aran_(cosplay) | 萨姆斯·阿兰（角色扮演）
[DOMAIN:标签] [CAT:人物/胸部] gaki_kyonyuu | 饿鬼巨乳
[DOMAIN:标签] [CAT:人物/皮肤] no_scar | 无疤痕
[DOMAIN:标签] [CAT:人物/性器官] sagging_testicles | 下垂睾丸
[DOMAIN:标签] [CAT:人物/眼睛] eyes_of_grima | 格里魔之眼
[DOMAIN:标签] [CAT:人物/指甲] two-tone_nails | 双色美甲
[DOMAIN:标签] [CAT:人物/身份（职业）] product_girl | 产品女郎
[DOMAIN:标签] [CAT:人物/指甲] pink_toenails | 粉色脚趾甲
[DOMAIN:标签] [CAT:人物/头发发型] orange_pubic_hair | 橙色阴毛
[DOMAIN:标签] [CAT:人物/腰部] toned_stomach | 紧实腹部
[DOMAIN:标签] [CAT:人物/牙齿] heart_on_cheek | 脸颊爱心
[DOMAIN:标签] [CAT:人物/胸部] large_pecs | 厚实胸肌
[DOMAIN:标签] [CAT:人物/翅膀] skeletal_wings | 骨翼
[DOMAIN:标签] [CAT:人物/身份（职业）] kindergarten_teacher | 幼儿园教师
[DOMAIN:标签] [CAT:人物/身份（职业）] shosei | 书生
[DOMAIN:标签] [CAT:人物/腿部] curled_tail | 卷曲尾巴
[DOMAIN:标签] [CAT:人物/面部] veiny_face | 青筋脸
[DOMAIN:标签] [CAT:人物/翅膀] winged_unicorn | 有翼独角兽
[DOMAIN:标签] [CAT:人物/眼睛] persona_eyes | 人格面具眼瞳
[DOMAIN:标签] [CAT:人物/头发发型] hair_over_crotch | 遮裆发
[DOMAIN:标签] [CAT:人物/性器官] filled_womb | 充盈子宫
[DOMAIN:标签] [CAT:人物/头发发型] chest_hair_peek | 胸毛微露
[DOMAIN:标签] [CAT:人物/头发发型] single_hair_streak | 单束挑染
[DOMAIN:标签] [CAT:人物/指甲] skull_tattoo | 骷髅纹身
[DOMAIN:标签] [CAT:人物/身份（职业）] mad_hatter_(alice_in_wonderland)_(cosplay) | 疯帽子（爱丽丝梦游仙境）（角色扮演）
[DOMAIN:标签] [CAT:人物/皮肤] glowing_skin | 发光肌肤
[DOMAIN:标签] [CAT:人物/胸部] fake_breasts | 假胸
[DOMAIN:标签] [CAT:人物/翅膀] crystal_horns | 水晶角
[DOMAIN:标签] [CAT:人物/身材] back_muscles | 背部肌肉
[DOMAIN:标签] [CAT:人物/身份（职业）] clone_harem | 克隆后宫
[DOMAIN:标签] [CAT:人物/身份（职业）] dosanko_gal_wa_namaramenkoi | 道产子辣妹软萌可爱
[DOMAIN:标签] [CAT:人物/牙齿] gold_teeth | 金牙
[DOMAIN:标签] [CAT:人物/身份（职业）] necromancer | 死灵法师
[DOMAIN:标签] [CAT:人物/指甲] hairy_hands | 多毛双手
[DOMAIN:标签] [CAT:人物/眼睛] irezumi | 刺青
[DOMAIN:标签] [CAT:人物/胸部] extra_breasts | 额外乳房
[DOMAIN:标签] [CAT:人物/对象] watashi_(jintai) | 私（人体）
[DOMAIN:标签] [CAT:人物/身份（职业）] rider | 骑手
[DOMAIN:标签] [CAT:人物/胸部] oppai_challenge | 欧派挑战
[DOMAIN:标签] [CAT:人物/对象] ferret_ears | 雪貂耳
[DOMAIN:标签] [CAT:人物/眉毛] wavy_eyebrows | 波浪眉
[DOMAIN:标签] [CAT:人物/头发发型] spotted_hair | 斑点发
[DOMAIN:标签] [CAT:人物/皮肤] spotted_fur | 斑点毛皮
[DOMAIN:标签] [CAT:人物/头发发型] hairstyle_request | 发型定制
[DOMAIN:标签] [CAT:人物/皮肤] green_blood | 绿色血液
[DOMAIN:标签] [CAT:人物/身份（职业）] yuujo | 游女
[DOMAIN:标签] [CAT:人物/指甲] bandaged_tail | 缠着绷带的尾巴
[DOMAIN:标签] [CAT:人物/身份（职业）] blacksmith_(ragnarok_online) | 铁匠（仙境传说）
[DOMAIN:标签] [CAT:人物/身份（职业）] lineage | 血统
[DOMAIN:标签] [CAT:人物/身份（职业）] cosmonaut | 宇航员
[DOMAIN:标签] [CAT:人物/对象] frog_boy | 青蛙男孩
[DOMAIN:标签] [CAT:人物/面部] lipstick_mark_on_neck | 颈间唇印
[DOMAIN:标签] [CAT:人物/身份（职业）] politician | 政治家
[DOMAIN:标签] [CAT:人物/身份（职业）] musician | 音乐家
[DOMAIN:标签] [CAT:人物/身份（职业）] judge | 审判官
[DOMAIN:标签] [CAT:人物/胸部] nipple_tag | 乳首标签
[DOMAIN:标签] [CAT:人物/鼻子] chinchilla_ears | 龙猫耳
[DOMAIN:标签] [CAT:人物/鼻子] cheetah_tail | 猎豹尾巴
[DOMAIN:标签] [CAT:人物/身份（职业）] male_harem | 男性后宫
[DOMAIN:标签] [CAT:人物/身份（职业）] batter | 击球手
[DOMAIN:标签] [CAT:人物/皮肤] red_tattoo | 红色纹身
[DOMAIN:标签] [CAT:人物/身份（职业）] mailman | 邮递员
[DOMAIN:标签] [CAT:人物/面部] pikachu_ears | 皮卡丘耳朵
[DOMAIN:标签] [CAT:人物/对象] bandaged_torso | 缠绷带躯干
[DOMAIN:标签] [CAT:人物/面部] gazelle_ears | 羚羊耳
[DOMAIN:标签] [CAT:人物/身份（职业）] step-sisters | 继姐妹
[DOMAIN:标签] [CAT:人物/身份（职业）] kashima_(kancolle)_(cosplay) | 鹿岛（舰队Collection）（cosplay）
[DOMAIN:标签] [CAT:人物/身份（职业）] uncle_and_nephew | 叔侄
[DOMAIN:标签] [CAT:人物/身份（职业）] mexican | 墨西哥人
[DOMAIN:标签] [CAT:人物/对象] cuntboy_with_male | 男装丽人与男性
[DOMAIN:标签] [CAT:人物/皮肤] silver_skin | 银色皮肤
[DOMAIN:标签] [CAT:人物/眼睛] small_pupils | 小瞳孔
[DOMAIN:标签] [CAT:人物/腿部] mole_on_leg | 腿部痣
[DOMAIN:标签] [CAT:人物/皮肤] striped_skin | 条纹皮肤
[DOMAIN:标签] [CAT:人物/身份（职业）] ferret_girl | 雪貂女孩
[DOMAIN:标签] [CAT:人物/腿部] bound_toes | 束缚脚趾
[DOMAIN:标签] [CAT:人物/眉毛] unibrow | 连心眉
[DOMAIN:标签] [CAT:人物/身份（职业）] usada_pekora_(cosplay) | 兔田佩克拉（cosplay）
[DOMAIN:标签] [CAT:人物/指甲] spade_tattoo | 黑桃纹身
[DOMAIN:标签] [CAT:人物/面部] wrong_hand | 错误的手
[DOMAIN:标签] [CAT:人物/胸部] nipples_visible_through_clothing | 透衣可见乳头
[DOMAIN:标签] [CAT:人物/对象] triple_amputee | 三肢截肢
[DOMAIN:标签] [CAT:人物/舌头] orange_tongue | 橙色舌头
[DOMAIN:标签] [CAT:人物/头发发型] cloud_hair | 云鬓
[DOMAIN:标签] [CAT:人物/头发发型] bald_spot | 秃斑
[DOMAIN:标签] [CAT:人物/身份（职业）] waffen-ss | 武装党卫队
[DOMAIN:标签] [CAT:人物/身份（职业）] damsel_in_distress | 落难少女
[DOMAIN:标签] [CAT:人物/身份（职业）] hostess | 女招待
[DOMAIN:标签] [CAT:人物/性器官] bad_vulva | 劣性外阴
[DOMAIN:标签] [CAT:人物/身份（职业）] croupier | 赌场荷官
[DOMAIN:标签] [CAT:人物/脸型] double_chin | 双下巴
[DOMAIN:标签] [CAT:人物/面部] glowing_hands | 发光的手
[DOMAIN:标签] [CAT:人物/瞳孔] dot_pupils | 点状瞳孔
[DOMAIN:标签] [CAT:人物/面部] mark_under_eye | 眼下标记
[DOMAIN:标签] [CAT:人物/皮肤] sweat_stain | 汗渍
[DOMAIN:标签] [CAT:人物/头发发型] katsuyamamage | 胜山髷
[DOMAIN:标签] [CAT:人物/眼睛] brown_sclera | 棕色巩膜
[DOMAIN:标签] [CAT:人物/嘴巴] tongue_tattoo | 舌头纹身
[DOMAIN:标签] [CAT:人物/嘴巴] heart-shaped_mouth | 心形嘴
[DOMAIN:标签] [CAT:人物/身份（职业）] gynoid_talk | 机械女仆对话
[DOMAIN:标签] [CAT:人物/指甲] purple_fingernails | 紫色指甲
[DOMAIN:标签] [CAT:人物/头发发型] polka_dot_hair | 波点发
[DOMAIN:标签] [CAT:人物/身份（职业）] yakumo_yukari_(cosplay) | 八云紫（角色扮演）
[DOMAIN:标签] [CAT:人物/对象] neck_scar | 颈部疤痕
[DOMAIN:标签] [CAT:人物/身份（职业）] barmaid | 酒吧女侍
[DOMAIN:标签] [CAT:人物/身份（职业）] mixed_maids | 混合女仆
[DOMAIN:标签] [CAT:人物/鼻子] cat_nose | 猫鼻
[DOMAIN:标签] [CAT:人物/对象] snake_boy | 蛇少年
[DOMAIN:标签] [CAT:人物/身份（职业）] german_army | 德国陆军
[DOMAIN:标签] [CAT:人物/身份（职业）] whale_girl | 鲸鱼少女
[DOMAIN:标签] [CAT:人物/身份（职业）] earth_federation_space_forces | 地球联邦宇宙军
[DOMAIN:标签] [CAT:人物/头发发型] blue_streaks | 蓝色挑染
[DOMAIN:标签] [CAT:人物/头发发型] hair_undone | 散发
[DOMAIN:标签] [CAT:人物/腿部] scraped_knee | 膝盖擦伤
[DOMAIN:标签] [CAT:人物/性器官] prostate | 前列腺
[DOMAIN:标签] [CAT:人物/对象] tasmanian_devil_tail | 塔斯马尼亚恶魔尾巴
[DOMAIN:标签] [CAT:人物/身份（职业）] defeated_heroine | 败北女英雄
[DOMAIN:标签] [CAT:人物/眼睛] too_many_eyes | 过多眼睛
[DOMAIN:标签] [CAT:人物/对象] slave_brand | 奴隶烙印
[DOMAIN:标签] [CAT:人物/身材] shredded_muscles | 肌肉撕裂
[DOMAIN:标签] [CAT:人物/胸部] covered_pectorals | 遮盖的胸肌
[DOMAIN:标签] [CAT:人物/身份（职业）] royal_navy | 皇家海军
[DOMAIN:标签] [CAT:人物/性器官] exposed_ass | 裸露臀部
[DOMAIN:标签] [CAT:人物/头发发型] cinnamiku_hairstyle | 肉桂兔发型
[DOMAIN:标签] [CAT:人物/鼻子] pig_nose | 猪鼻
[DOMAIN:标签] [CAT:人物/身份（职业）] mushroom_girl | 蘑菇少女
[DOMAIN:标签] [CAT:人物/嘴巴] white_lips | 白色唇彩
[DOMAIN:标签] [CAT:人物/对象] twi'lek | 提列克人
[DOMAIN:标签] [CAT:人物/身份（职业）] paparazzi | 狗仔队
[DOMAIN:标签] [CAT:人物/面部] beard_over_mouth | 胡须覆唇
[DOMAIN:标签] [CAT:人物/身材] hollow_body | 空心身体
[DOMAIN:标签] [CAT:人物/翅膀] bee_wings | 蜂翼
[DOMAIN:标签] [CAT:人物/肩部] deltoids | 三角肌
[DOMAIN:标签] [CAT:人物/腰部] lipstick_mark_on_stomach | 腹部的唇印
[DOMAIN:标签] [CAT:人物/眼睛] rinnegan | 轮回眼
[DOMAIN:标签] [CAT:人物/眉毛] raised_inner_eyebrows | 眉头上扬
[DOMAIN:标签] [CAT:人物/身份（职业）] farmer | 农夫
[DOMAIN:标签] [CAT:人物/胸部] breast_drop | 乳房垂落
[DOMAIN:标签] [CAT:人物/皮肤] mole_on_back | 背部长痣
[DOMAIN:标签] [CAT:人物/翅膀] spiked_wings | 尖刺翅膀
[DOMAIN:标签] [CAT:人物/胸部] milk_leaking | 漏奶
[DOMAIN:标签] [CAT:人物/嘴巴] spread_mouth | 裂口
[DOMAIN:标签] [CAT:人物/身份（职业）] gladiator | 角斗士
[DOMAIN:标签] [CAT:人物/对象] lekku_(anatomy) | 列库（解剖学）
[DOMAIN:标签] [CAT:人物/身份（职业）] medjed_(fate)_(cosplay) | 梅杰德（Fate）（COSPLAY）
[DOMAIN:标签] [CAT:人物/身份（职业）] princess_peach_(cosplay) | 桃花公主（角色扮演）
[DOMAIN:标签] [CAT:人物/身材] bimbofication | 花瓶化
[DOMAIN:标签] [CAT:人物/性器官] implied_erection | 暗示勃起
[DOMAIN:标签] [CAT:人物/对象] broken_rape_victim | 受创的强奸受害者
[DOMAIN:标签] [CAT:人物/眼睛] dripping_eye | 滴泪眼
[DOMAIN:标签] [CAT:人物/翅膀] moose_tail | 驼鹿尾巴
[DOMAIN:标签] [CAT:人物/翅膀] bloody_wings | 血翼
[DOMAIN:标签] [CAT:人物/舌头] huge_tongue | 巨舌
[DOMAIN:标签] [CAT:人物/面部] slap_mark_on_face | 掌痕留颊
[DOMAIN:标签] [CAT:人物/脸型] skull_head | 颅骨头部
[DOMAIN:标签] [CAT:人物/胸部] good_breasts_day | 美胸日
[DOMAIN:标签] [CAT:人物/眼睛] creepy_eyes | 诡异双眼
[DOMAIN:标签] [CAT:人物/头发发型] long_ponytail | 长马尾
[DOMAIN:标签] [CAT:人物/头发发型] jet_black | 乌黑
[DOMAIN:标签] [CAT:人物/头发发型] low_drills | 低双钻
[DOMAIN:标签] [CAT:人物/翅膀] metal_wings | 金属翅膀
[DOMAIN:标签] [CAT:人物/瞳孔] sun-shaped_pupils | 太阳形瞳孔
[DOMAIN:标签] [CAT:人物/面部] scar_on_chin | 下巴疤痕
[DOMAIN:标签] [CAT:人物/翅膀] aerokinesis | 控风能力
[DOMAIN:标签] [CAT:人物/对象] conjoined | 连体
[DOMAIN:标签] [CAT:人物/皮肤] sunburn | 晒伤
[DOMAIN:标签] [CAT:人物/肩部] glowing_arm | 发光手臂
[DOMAIN:标签] [CAT:人物/嘴巴] yurie_mouth | 百合江嘴
[DOMAIN:标签] [CAT:人物/肩部] heart_arms | 心形手臂
[DOMAIN:标签] [CAT:人物/翅膀] antelope_horns | 羚羊角
[DOMAIN:标签] [CAT:人物/翅膀] unicorn_horn | 独角兽角
[DOMAIN:标签] [CAT:人物/眼睛] one_eye_visible | 单眼可见
[DOMAIN:标签] [CAT:人物/腿部] toes_up | 脚趾上翘
[DOMAIN:标签] [CAT:人物/性器官] menstruation | 月经
[DOMAIN:标签] [CAT:人物/翅膀] tamandua_ears | 小食蚁兽耳朵
[DOMAIN:标签] [CAT:人物/身份（职业）] warrior_(final_fantasy) | 战士（最终幻想）
[DOMAIN:标签] [CAT:人物/身份（职业）] cupid | 丘比特
[DOMAIN:标签] [CAT:人物/头发发型] no_animal_ears | 无动物耳朵
[DOMAIN:标签] [CAT:人物/皮肤] mole_on_chest | 胸前痣
[DOMAIN:标签] [CAT:人物/对象] implied_nudity | 暗示性裸露
[DOMAIN:标签] [CAT:人物/皮肤] tanned | 古铜肤色
[DOMAIN:标签] [CAT:人物/皮肤] revealing_tanlines | 明显晒痕
[DOMAIN:标签] [CAT:人物/指甲] white_fingernails | 白色指甲
[DOMAIN:标签] [CAT:人物/头发发型] platinum_blonde | 铂金发色
[DOMAIN:标签] [CAT:人物/胸部] high-waist_sideboob | 高腰侧乳
[DOMAIN:标签] [CAT:人物/头发发型] disheveled | 乱发
[DOMAIN:标签] [CAT:人物/嘴巴] peanut_mouth | 花生嘴
[DOMAIN:标签] [CAT:人物/对象] reversible_couple | 可逆情侣
[DOMAIN:标签] [CAT:人物/腿部] lipstick_mark_on_leg | 腿间唇印
[DOMAIN:标签] [CAT:人物/性器官] no_anus | 无肛门
[DOMAIN:标签] [CAT:人物/鼻子] eevee_ears | 伊布耳朵
[DOMAIN:标签] [CAT:人物/身份（职业）] luigi_(cosplay) | 路易吉（COSPLAY）
[DOMAIN:标签] [CAT:人物/身份（职业）] enoshima_junko_(cosplay) | 江之岛盾子（Cosplay）
[DOMAIN:标签] [CAT:人物/性器官] censored_anus | 肛门打码
[DOMAIN:标签] [CAT:人物/身份（职业）] ro-500_(kancolle)_(cosplay) | 吕-500（舰队Collection）（cosplay）
[DOMAIN:标签] [CAT:人物/指甲] mistorene_callus | 米斯托雷涅胼胝
[DOMAIN:标签] [CAT:人物/性器官] y_shaped_butt_crack | Y形臀缝
[DOMAIN:标签] [CAT:人物/翅膀] fiery_ears | 火焰耳
[DOMAIN:标签] [CAT:人物/指甲] blue_toenails | 蓝色趾甲
[DOMAIN:标签] [CAT:人物/鼻子] antelope_ears | 羚羊耳
[DOMAIN:标签] [CAT:人物/身份（职业）] step-brother_and_step-sister | 继兄与继妹
[DOMAIN:标签] [CAT:人物/性器官] musky_anus | 麝香肛门
[DOMAIN:标签] [CAT:人物/头发发型] slicked_back_hair | 背头
[DOMAIN:标签] [CAT:人物/身份（职业）] gangster | 黑帮
[DOMAIN:标签] [CAT:人物/身份（职业）] hucow | 奶牛人
[DOMAIN:标签] [CAT:人物/面部] blonde_facial_hair | 金色胡须
[DOMAIN:标签] [CAT:人物/头发发型] straight_bangs | 齐刘海
[DOMAIN:标签] [CAT:人物/鼻子] sprout_on_head | 头上发芽
[DOMAIN:标签] [CAT:人物/头发发型] middle_part | 中分发型
[DOMAIN:标签] [CAT:人物/瞳孔] spiral-only_eyes | 螺旋纹瞳孔
[DOMAIN:标签] [CAT:人物/头发发型] ear_tufts | 耳簇
[DOMAIN:标签] [CAT:人物/胸部] green_nipples | 绿色乳头
[DOMAIN:标签] [CAT:人物/对象] scorpion_girl | 蝎尾少女
[DOMAIN:标签] [CAT:人物/腿部] pikachu_tail | 皮卡丘尾巴
[DOMAIN:标签] [CAT:人物/身材] large_male | 大体型男性
[DOMAIN:标签] [CAT:人物/翅膀] arm_fins | 臂鳍
[DOMAIN:标签] [CAT:人物/身份（职业）] monk_(ragnarok_online) | 武僧（仙境传说）
[DOMAIN:标签] [CAT:人物/胸部] round_breasts | 圆润乳房
[DOMAIN:标签] [CAT:人物/身份（职业）] caveman | 穴居人
[DOMAIN:标签] [CAT:人物/腿部] animal_legs | 兽腿
[DOMAIN:标签] [CAT:人物/头发发型] lion_hair | 狮发
[DOMAIN:标签] [CAT:人物/头发发型] haircut | 发型
[DOMAIN:标签] [CAT:人物/身材] muscular_child | 肌肉儿童
[DOMAIN:标签] [CAT:人物/身材] triceps | 肱三头肌
[DOMAIN:标签] [CAT:人物/面部] ears_back | 后折耳
[DOMAIN:标签] [CAT:人物/面部] pencil_mustache | 铅笔胡
[DOMAIN:标签] [CAT:人物/性器官] steamy_penis | 蒸腾阴茎
[DOMAIN:标签] [CAT:人物/对象] fetus | 胎儿
[DOMAIN:标签] [CAT:人物/对象] dinosaur_girl | 恐龙女孩
[DOMAIN:标签] [CAT:人物/对象] severed_torso | 断躯
[DOMAIN:标签] [CAT:人物/舌头] aqua_tongue | 水色舌头
[DOMAIN:标签] [CAT:人物/身份（职业）] monk_(sekaiju) | 武僧（世界树）
[DOMAIN:标签] [CAT:人物/头发发型] kurokami_medaka | 黑发目高
[DOMAIN:标签] [CAT:人物/身份（职业）] serval_(kemono_friends)_(cosplay) | 薮猫（兽娘动物园）（角色扮演）
[DOMAIN:标签] [CAT:人物/身份（职业）] princess_(7th_dragon) | 公主（第七龙神）
[DOMAIN:标签] [CAT:人物/瞳孔] brown_pupils | 棕色瞳孔
[DOMAIN:标签] [CAT:人物/身份（职业）] barbarian | 野蛮人
[DOMAIN:标签] [CAT:人物/头发发型] folded_braid | 折叠编发
[DOMAIN:标签] [CAT:人物/面部] sparkling_sweat | 晶莹汗珠
[DOMAIN:标签] [CAT:人物/面部] dirty_hands | 脏手
[DOMAIN:标签] [CAT:人物/指甲] bat_tattoo | 蝙蝠纹身
[DOMAIN:标签] [CAT:人物/指甲] glowing_tail | 发光尾巴
[DOMAIN:标签] [CAT:人物/身份（职业）] fairy_(jintai) | 妖精（人体）
[DOMAIN:标签] [CAT:人物/眼睛] lowered_eyelids | 垂眼
[DOMAIN:标签] [CAT:人物/指甲] fingerprint | 指纹
[DOMAIN:标签] [CAT:人物/面部] hole_in_head | 头部穿孔
[DOMAIN:标签] [CAT:人物/对象] blonde_girl_(popopoka) | 金发女孩（波波波卡）
[DOMAIN:标签] [CAT:人物/身份（职业）] thief | 窃贼
[DOMAIN:标签] [CAT:人物/指甲] head_tattoo | 头部纹身
[DOMAIN:标签] [CAT:人物/性器官] cloaca | 泄殖腔
[DOMAIN:标签] [CAT:人物/嘴巴] mouth | 嘴部
[DOMAIN:标签] [CAT:人物/面部] tied_beard | 束扎胡须
[DOMAIN:标签] [CAT:人物/性器官] false_limb | 义肢
[DOMAIN:标签] [CAT:人物/对象] armpit_stubble | 腋毛茬
[DOMAIN:标签] [CAT:人物/对象] zebra_girl | 斑马女孩
[DOMAIN:标签] [CAT:人物/头发发型] hair_dye | 染发
[DOMAIN:标签] [CAT:人物/对象] lamia_boy | 拉弥亚少年
[DOMAIN:标签] [CAT:人物/对象] skunk_tail | 臭鼬尾巴
[DOMAIN:标签] [CAT:人物/腰部] love_handles | 腰部赘肉
[DOMAIN:标签] [CAT:人物/面部] alternate_animal_ears | 异种兽耳
[DOMAIN:标签] [CAT:人物/皮肤] light-skinned_palms | 浅色手掌
[DOMAIN:标签] [CAT:人物/眼睛] shiny_eyes | 闪亮眼眸
[DOMAIN:标签] [CAT:人物/身份（职业）] pimp | 皮条客
[DOMAIN:标签] [CAT:人物/身份（职业）] king_of_spades | 黑桃之王
[DOMAIN:标签] [CAT:人物/对象] ant_girl | 蚂蚁女孩
[DOMAIN:标签] [CAT:人物/身份（职业）] bousouzoku | 暴走族
