[DOMAIN:标签] [CAT:表情动作/笑] smile | 微笑
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] wheat_in_mouth | 衔麦穗
[DOMAIN:标签] [CAT:表情动作/其他动作] summoning | 召唤
[DOMAIN:标签] [CAT:表情动作/其他动作] forced | 强迫
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_earphones | 手持耳机
[DOMAIN:标签] [CAT:表情动作/其他表情] threat | 威胁
[DOMAIN:标签] [CAT:表情动作/其他动作] imminent_bite | 即将咬下
[DOMAIN:标签] [CAT:表情动作/性爱动作] pelvic_curtain_aside | 骨盆帘侧开
[DOMAIN:标签] [CAT:表情动作/其他动作] electrocution | 电刑
[DOMAIN:标签] [CAT:表情动作/其他动作] contortion | 柔体
[DOMAIN:标签] [CAT:表情动作/手部动作] hand_on_own_wrist | 手握自己手腕
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_ring | 手持戒指
[DOMAIN:标签] [CAT:表情动作/其他动作] face_to_pecs | 面贴胸肌
[DOMAIN:标签] [CAT:表情动作/其他动作] petrification | 石化
[DOMAIN:标签] [CAT:表情动作/手抓着某物] hand_on_weapon | 手握武器
[DOMAIN:标签] [CAT:表情动作/其他动作] kamehameha_(dragon_ball) | 龟派气功（龙珠）
[DOMAIN:标签] [CAT:表情动作/其他动作] ass_peek | 臀部微露
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] top_pull | 顶部拉环
[DOMAIN:标签] [CAT:表情动作/手抓着某物] grabbing_another's_twintails | 抓他人双马尾
[DOMAIN:标签] [CAT:表情动作/其他表情] concentrating | 专注中
[DOMAIN:标签] [CAT:表情动作/其他表情] nightmare | 噩梦
[DOMAIN:标签] [CAT:表情动作/手放在某地] hand_on_ear | 手捂耳朵
[DOMAIN:标签] [CAT:表情动作/其他表情] foodgasm | 食之高潮
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] tentacle_in_mouth | 口中触手
[DOMAIN:标签] [CAT:表情动作/手放在某地] elbows_on_knees | 膝托肘
[DOMAIN:标签] [CAT:表情动作/性爱动作] self_breast_sucking | 自我吮乳
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_wallet | 手持钱包
[DOMAIN:标签] [CAT:表情动作/其他动作] crotch_kick | 踢裆
[DOMAIN:标签] [CAT:表情动作/手部动作] putting_on_jewelry | 佩戴珠宝
[DOMAIN:标签] [CAT:表情动作/手抓着某物] holding_hair | 抓握头发
[DOMAIN:标签] [CAT:表情动作/性爱动作] stealth_masturbation | 隐秘自慰
[DOMAIN:标签] [CAT:表情动作/基础动作] swimsuit_lift | 泳装提拉
[DOMAIN:标签] [CAT:表情动作/不开心] disappointed | 失望
[DOMAIN:标签] [CAT:表情动作/手放在某地] hands_on_another's_shoulder | 搭肩
[DOMAIN:标签] [CAT:表情动作/腿部动作] wiggling_toes | 扭动脚趾
[DOMAIN:标签] [CAT:表情动作/其他表情] eye_pop | 眼球凸出
[DOMAIN:标签] [CAT:表情动作/手部动作] cupping_hand | 手捧姿势
[DOMAIN:标签] [CAT:表情动作/其他动作] standing_on_person | 站在人身上
[DOMAIN:标签] [CAT:表情动作/其他动作] shaving | 剃须
[DOMAIN:标签] [CAT:表情动作/其他动作] vs | 对决
[DOMAIN:标签] [CAT:表情动作/基础动作] clothed_bath | 着衣入浴
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_chalk | 手持粉笔
[DOMAIN:标签] [CAT:表情动作/手部动作] arm_wrestling | 掰手腕
[DOMAIN:标签] [CAT:表情动作/基础动作] turning_around | 转身
[DOMAIN:标签] [CAT:表情动作/笑] giggling | 咯咯笑
[DOMAIN:标签] [CAT:表情动作/基础动作] lion_dance | 舞狮
[DOMAIN:标签] [CAT:表情动作/其他动作] landing | 着陆
[DOMAIN:标签] [CAT:表情动作/其他表情] spoken_flying_sweatdrops | 口述飞溅汗珠
[DOMAIN:标签] [CAT:表情动作/基础动作] arm_over_shoulder | 搭肩
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_tanzaku | 手持短册
[DOMAIN:标签] [CAT:表情动作/其他动作] tangled | 纠缠
[DOMAIN:标签] [CAT:表情动作/性爱动作] sex_on_bed | 床上性爱
[DOMAIN:标签] [CAT:表情动作/其他动作] shuddering | 战栗
[DOMAIN:标签] [CAT:表情动作/其他动作] victory_pose | 胜利姿势
[DOMAIN:标签] [CAT:表情动作/手部动作] arm_across_chest | 手臂横跨胸前
[DOMAIN:标签] [CAT:表情动作/性爱动作] reverse_footjob | 反向足交
[DOMAIN:标签] [CAT:表情动作/其他动作] head_on_ass | 头在臀部上
[DOMAIN:标签] [CAT:表情动作/手放在某地] foot_on_another's_face | 脚踏他人脸部
[DOMAIN:标签] [CAT:表情动作/基础动作] pitching | pitching: 投球
[DOMAIN:标签] [CAT:表情动作/其他动作] coughing | 咳嗽
[DOMAIN:标签] [CAT:表情动作/基础动作] plank | 平板支撑
[DOMAIN:标签] [CAT:表情动作/手抓着某物] grabbing_another's_hand | 抓住他人的手
[DOMAIN:标签] [CAT:表情动作/手部动作] patting | 轻拍
[DOMAIN:标签] [CAT:表情动作/性爱动作] masturbation_through_clothing | 隔衣自慰
[DOMAIN:标签] [CAT:表情动作/其他表情] mind_break | 精神崩溃
[DOMAIN:标签] [CAT:表情动作/手放在某地] hands_on_thighs | 双手放大腿
[DOMAIN:标签] [CAT:表情动作/其他动作] knifed | 被刺伤
[DOMAIN:标签] [CAT:表情动作/性爱动作] multiple_insertions | 多重插入
[DOMAIN:标签] [CAT:表情动作/手部动作] bust_measuring | 胸围测量
[DOMAIN:标签] [CAT:表情动作/手部动作] tying_footwear | 系鞋带
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_mushroom | 手持蘑菇
[DOMAIN:标签] [CAT:表情动作/其他表情] scat | 拟声吟唱
[DOMAIN:标签] [CAT:表情动作/其他表情] assertive | 强势自信
[DOMAIN:标签] [CAT:表情动作/其他表情] brain_freeze | 脑冻结
[DOMAIN:标签] [CAT:表情动作/基础动作] sitting_on_box | 箱上坐姿
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_stethoscope | 手持听诊器
[DOMAIN:标签] [CAT:表情动作/其他表情] roaring | 咆哮
[DOMAIN:标签] [CAT:表情动作/手部动作] licking_hand | 舔手
[DOMAIN:标签] [CAT:表情动作/手部动作] hands_in_own_hair | 手抓头发
[DOMAIN:标签] [CAT:表情动作/手部动作] stroking_another's_chin | 轻抚他人下巴
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_baton | 手持指挥棒
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_doughnut | 手持甜甜圈
[DOMAIN:标签] [CAT:表情动作/腿部动作] inward_v | 内收V字
[DOMAIN:标签] [CAT:表情动作/性爱动作] cum_in_panties | 内裤射精
[DOMAIN:标签] [CAT:表情动作/性爱动作] head_between_pecs | 头埋胸肌
[DOMAIN:标签] [CAT:表情动作/性爱动作] hand_under_skirt | 裙底伸手
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_gloves | 手持手套
[DOMAIN:标签] [CAT:表情动作/基础动作] pet_walking | 遛宠物
[DOMAIN:标签] [CAT:表情动作/手部动作] money_gesture | 金钱手势
[DOMAIN:标签] [CAT:表情动作/手部动作] wringing_skirt | 拧裙动作
[DOMAIN:标签] [CAT:表情动作/其他动作] sitting_on_food | 坐在食物上
[DOMAIN:标签] [CAT:表情动作/其他动作] bulge_press | 凸起按压
[DOMAIN:标签] [CAT:表情动作/其他动作] hat_loss | 掉帽子
[DOMAIN:标签] [CAT:表情动作/性爱动作] after_fingering | 指交后
[DOMAIN:标签] [CAT:表情动作/性爱动作] shoejob | 足履侍奉
[DOMAIN:标签] [CAT:表情动作/其他表情] needy | 渴求状
[DOMAIN:标签] [CAT:表情动作/基础动作] hirabitai | 平躺体
[DOMAIN:标签] [CAT:表情动作/其他表情] hidden_face | 隐藏面容
[DOMAIN:标签] [CAT:表情动作/基础动作] naked_dogeza | 全裸土下座
[DOMAIN:标签] [CAT:表情动作/其他表情] bacchikoi! | 来吧！
[DOMAIN:标签] [CAT:表情动作/基础动作] sitting_in_window | 窗边坐姿
[DOMAIN:标签] [CAT:表情动作/其他动作] spasm | 痉挛
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_tongs | 持钳
[DOMAIN:标签] [CAT:表情动作/其他动作] stalking | 尾随
[DOMAIN:标签] [CAT:表情动作/基础动作] fanning | 扇风
[DOMAIN:标签] [CAT:表情动作/其他动作] yamcha_pose_(meme) | 饮茶姿势（梗）
[DOMAIN:标签] [CAT:表情动作/其他动作] underwear_theft | 内衣窃取
[DOMAIN:标签] [CAT:表情动作/性爱动作] head_in_ass | 头部入臀
[DOMAIN:标签] [CAT:表情动作/其他动作] ball_busting | 碎蛋击打
[DOMAIN:标签] [CAT:表情动作/性爱动作] belly_to_belly | 腹贴腹
[DOMAIN:标签] [CAT:表情动作/性爱动作] cum_plugged | 精液封堵
[DOMAIN:标签] [CAT:表情动作/手部动作] mode_aim | 模式瞄准
[DOMAIN:标签] [CAT:表情动作/手部动作] fanning_crotch | 扇风胯部
[DOMAIN:标签] [CAT:表情动作/基础动作] late_for_school | 上学迟到
[DOMAIN:标签] [CAT:表情动作/其他动作] fart | 放屁
[DOMAIN:标签] [CAT:表情动作/其他表情] focused | 专注
[DOMAIN:标签] [CAT:表情动作/手放在某地] hands_on_wall | 扶墙
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_goggles | 手持护目镜
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_cage | 手持笼
[DOMAIN:标签] [CAT:表情动作/手部动作] v_over_head | V字过顶
[DOMAIN:标签] [CAT:表情动作/手部动作] hand_under_chin | 手托下巴
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_drinking_straw | 手持吸管
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_glasses | 手持眼镜
[DOMAIN:标签] [CAT:表情动作/手放在某地] book_on_head | 头顶书本
[DOMAIN:标签] [CAT:表情动作/其他表情] awkward | 尴尬
[DOMAIN:标签] [CAT:表情动作/性爱动作] handjob_from_behind | 后入式手交
[DOMAIN:标签] [CAT:表情动作/基础动作] t-pose | T姿势
[DOMAIN:标签] [CAT:表情动作/性爱动作] sloppy | 凌乱交合
[DOMAIN:标签] [CAT:表情动作/性爱动作] implied_handjob | 暗示手交
[DOMAIN:标签] [CAT:表情动作/其他动作] assisted_stretching | 辅助拉伸
[DOMAIN:标签] [CAT:表情动作/其他动作] meditation | 冥想
[DOMAIN:标签] [CAT:表情动作/手抓着某物] cuffed | 铐住
[DOMAIN:标签] [CAT:表情动作/其他动作] crash | 碰撞
[DOMAIN:标签] [CAT:表情动作/其他动作] ripping | 撕裂
[DOMAIN:标签] [CAT:表情动作/其他动作] pectoral_squeeze | 胸部挤压
[DOMAIN:标签] [CAT:表情动作/手部动作] eyewear_lift | 眼镜提拉
[DOMAIN:标签] [CAT:表情动作/哭] crying_emoji | 哭泣表情
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_hair_dryer | 手持吹风机
[DOMAIN:标签] [CAT:表情动作/手部动作] double_thumbs_up | 双手点赞
[DOMAIN:标签] [CAT:表情动作/性爱动作] cum_on_armpit | 腋窝射精
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_skateboard | 手持滑板
[DOMAIN:标签] [CAT:表情动作/手部动作] double_middle_finger | 双中指
[DOMAIN:标签] [CAT:表情动作/其他表情] nyoro~n | 喵噜~
[DOMAIN:标签] [CAT:表情动作/其他动作] drain | 吸取
[DOMAIN:标签] [CAT:表情动作/手放在某地] hands_on_another's_arms | 手搭他人手臂
[DOMAIN:标签] [CAT:表情动作/性爱动作] grinding_on_penis | 磨蹭阴茎
[DOMAIN:标签] [CAT:表情动作/其他动作] examination | 检查
[DOMAIN:标签] [CAT:表情动作/手部动作] groping_chest | 揉捏胸部
[DOMAIN:标签] [CAT:表情动作/基础动作] lifting_covers | 掀开被子
[DOMAIN:标签] [CAT:表情动作/基础动作] lying_on_another | 相互依偎
[DOMAIN:标签] [CAT:表情动作/基础动作] double_biceps_pose | 双二头肌姿势
[DOMAIN:标签] [CAT:表情动作/性爱动作] intense_orgasm | 激烈高潮
[DOMAIN:标签] [CAT:表情动作/手放在某地] hand_on_window | 扶窗手
[DOMAIN:标签] [CAT:表情动作/性爱动作] forced_fellatio | 强制口交
[DOMAIN:标签] [CAT:表情动作/基础动作] sit-up | 仰卧起坐
[DOMAIN:标签] [CAT:表情动作/手部动作] apron_hold | 围裙握
[DOMAIN:标签] [CAT:表情动作/其他动作] stomach_punch | 胃部拳击
[DOMAIN:标签] [CAT:表情动作/手部动作] clutching_chest | 捂胸
[DOMAIN:标签] [CAT:表情动作/其他表情] jaw_drop | 惊愕张口
[DOMAIN:标签] [CAT:表情动作/其他表情] lies | 谎言
[DOMAIN:标签] [CAT:表情动作/性爱动作] paizuri_on_lap | 膝上乳交
[DOMAIN:标签] [CAT:表情动作/性爱动作] foreskin_insertion | 包皮嵌入
[DOMAIN:标签] [CAT:表情动作/性爱动作] imminent_paizuri | 迫在眉睫的乳交
[DOMAIN:标签] [CAT:表情动作/性爱动作] sounding | 探声
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_cooking_pot | 持锅
[DOMAIN:标签] [CAT:表情动作/其他动作] proposal | 求婚
[DOMAIN:标签] [CAT:表情动作/性爱动作] table_sex | 桌上交合
[DOMAIN:标签] [CAT:表情动作/手部动作] one_finger_selfie_challenge_(meme) | 单指自拍挑战（梗）
[DOMAIN:标签] [CAT:表情动作/其他动作] ass_on_glass | 玻璃压臀
[DOMAIN:标签] [CAT:表情动作/其他表情] traumatized | 精神创伤
[DOMAIN:标签] [CAT:表情动作/其他动作] element_bending | 元素操控
[DOMAIN:标签] [CAT:表情动作/基础动作] vocaloid_boxart_pose | VOCALOID盒绘姿势
[DOMAIN:标签] [CAT:表情动作/基础动作] putting_on_headwear | 佩戴头饰
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] magic_trick | 魔术戏法
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] necktie_in_mouth | 嘴衔领带
[DOMAIN:标签] [CAT:表情动作/其他表情] emotionless | 面无表情
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_rabbit | 抱着兔子
[DOMAIN:标签] [CAT:表情动作/腿部动作] hanging_legs | 悬垂双腿
[DOMAIN:标签] [CAT:表情动作/其他动作] fainted | 昏厥
[DOMAIN:标签] [CAT:表情动作/其他动作] belly-to-belly | 腹贴腹
[DOMAIN:标签] [CAT:表情动作/其他动作] held_down | 被压制
[DOMAIN:标签] [CAT:表情动作/其他表情] light_in_heart | 心境澄明
[DOMAIN:标签] [CAT:表情动作/其他动作] clumsy | 笨拙
[DOMAIN:标签] [CAT:表情动作/性爱动作] anal_stretching | 肛门拉伸
[DOMAIN:标签] [CAT:表情动作/其他动作] armpit_carry | 腋下托抱
[DOMAIN:标签] [CAT:表情动作/其他表情] imminent_suicide | 濒临自杀
[DOMAIN:标签] [CAT:表情动作/其他动作] mind_reading | 读心术
[DOMAIN:标签] [CAT:表情动作/基础动作] breathing_on_hands | 对手哈气
[DOMAIN:标签] [CAT:表情动作/腿部动作] separated_legs | 分腿姿势
[DOMAIN:标签] [CAT:表情动作/其他动作] giving_birth | 分娩
[DOMAIN:标签] [CAT:表情动作/其他动作] slipping | 滑倒
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_party_popper | 手持派对拉炮
[DOMAIN:标签] [CAT:表情动作/其他表情] looking_at_screen | 注视屏幕
[DOMAIN:标签] [CAT:表情动作/性爱动作] reverse_grip_handjob | 反握手动
[DOMAIN:标签] [CAT:表情动作/基础动作] sitting_on_rock | 坐岩石上
[DOMAIN:标签] [CAT:表情动作/手部动作] holding_unworn_skirt | 提著未穿過的裙子
[DOMAIN:标签] [CAT:表情动作/手部动作] adjusting_shoe | 调整鞋履
[DOMAIN:标签] [CAT:表情动作/其他表情] irony | 反讽
[DOMAIN:标签] [CAT:表情动作/腿部动作] heel_pop | 提踵动作
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_unworn_dress | 手持未穿着的连衣裙
[DOMAIN:标签] [CAT:表情动作/笑] stifled_laugh | 忍笑
[DOMAIN:标签] [CAT:表情动作/性爱动作] tentaclejob | 触手行为
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] incoming_pocky_kiss | 即将到来的百奇吻
[DOMAIN:标签] [CAT:表情动作/其他动作] constriction | 束缚
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_screwdriver | 手持螺丝刀
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] holding_rocket_launcher | 手持火箭筒
[DOMAIN:标签] [CAT:表情动作/基础动作] bent_v | 弯折V形
[DOMAIN:标签] [CAT:表情动作/手部动作] kissing_hair | 亲吻头发
[DOMAIN:标签] [CAT:表情动作/手部动作] wiping_blood | 擦拭血迹
[DOMAIN:标签] [CAT:表情动作/手部动作] goldfish_scooping | 捞金鱼
[DOMAIN:标签] [CAT:表情动作/手部动作] washing_another | 清洗他人
[DOMAIN:标签] [CAT:表情动作/性爱动作] artificial_insemination | 人工授精
[DOMAIN:标签] [CAT:表情动作/其他动作] teaching | 教学
[DOMAIN:标签] [CAT:表情动作/性爱动作] public_masturbation | 公开自慰
[DOMAIN:标签] [CAT:表情动作/手放在某地] bottle_to_cheek | 瓶贴脸颊
[DOMAIN:标签] [CAT:表情动作/性爱动作] penis_milking | 取精
[DOMAIN:标签] [CAT:表情动作/其他动作] snake_bondage | 蛇缚
[DOMAIN:标签] [CAT:表情动作/其他表情] biting_cheek | 咬脸颊
[DOMAIN:标签] [CAT:表情动作/其他动作] headscissor | 头剪式
[DOMAIN:标签] [CAT:表情动作/基础动作] messy_sleeper | 睡相凌乱
[DOMAIN:标签] [CAT:表情动作/其他动作] wobble | 摇晃
[DOMAIN:标签] [CAT:表情动作/其他动作] head_under_skirt | 裙底探头
[DOMAIN:标签] [CAT:表情动作/其他表情] snort | 鼻息
[DOMAIN:标签] [CAT:表情动作/手部拿着某物] hand_on_another's_penis | 手握他人阴茎
[DOMAIN:标签] [CAT:表情动作/其他表情] girl_staring_at_guy's_chest_(meme) | 凝视男生胸口的女孩（梗）
[DOMAIN:标签] [CAT:表情动作/其他动作] ultra_instinct | 自在极意功
[DOMAIN:标签] [CAT:表情动作/其他动作] juggling | 杂耍
[DOMAIN:标签] [CAT:表情动作/手部动作] finger_gun_to_head | 手指枪顶头
[DOMAIN:标签] [CAT:表情动作/其他动作] tonguejob | 舌技
[DOMAIN:标签] [CAT:表情动作/基础动作] water_break | 补水时间
[DOMAIN:标签] [CAT:表情动作/其他动作] indirect_kiss | 间接接吻
[DOMAIN:标签] [CAT:表情动作/基础动作] sitting_on_pillow | 坐于坐垫
[DOMAIN:标签] [CAT:表情动作/基础动作] charging | 充电中
[DOMAIN:标签] [CAT:表情动作/基础动作] hoshino_ai's_pose | 星野爱同款姿势
[DOMAIN:标签] [CAT:表情动作/性爱动作] orgasm_denial | 高潮控制
[DOMAIN:标签] [CAT:表情动作/其他表情] spoken_emoji | 语音表情
[DOMAIN:标签] [CAT:表情动作/手放在某地] hand_on_another's_wrist | 握手腕
[DOMAIN:标签] [CAT:表情动作/手部动作] ok_sign_over_eye | OK手势遮眼
[DOMAIN:标签] [CAT:表情动作/手部动作] half-heart_hands | 半心手势
[DOMAIN:标签] [CAT:表情动作/其他动作] pony_play | 小马扮演
[DOMAIN:标签] [CAT:表情动作/其他动作] human_chair | 人椅
[DOMAIN:标签] [CAT:表情动作/其他动作] tackle | 擒抱
